Ee-scaffold615.g1	scaffold615.g1.t1
Ee-scaffold18179.g13	scaffold18179.g13.t1
Ee-scaffold18179.g14	scaffold18179.g14.t1
Ee-scaffold18179.g15	scaffold18179.g15.t1
Ee-scaffold18179.g16	scaffold18179.g16.t1
Ee-scaffold18179.g17	scaffold18179.g17.t1
Ee-scaffold9603.g1	scaffold9603.g1.t1
Ee-scaffold9603.g2	scaffold9603.g2.t1
Ee-scaffold9603.g3	scaffold9603.g3.t1
Ee-scaffold9603.g4	scaffold9603.g4.t1
Ee-scaffold9603.g5	scaffold9603.g5.t1
Ee-scaffold9603.g6	scaffold9603.g6.t1
Ee-scaffold9603.g7	scaffold9603.g7.t1
Ee-scaffold9603.g8	scaffold9603.g8.t1
Ee-scaffold9603.g9	scaffold9603.g9.t1
Ee-scaffold9603.g10	scaffold9603.g10.t1
Ee-scaffold9603.g11	scaffold9603.g11.t1
Ee-scaffold9603.g12	scaffold9603.g12.t1
Ee-scaffold9603.g13	scaffold9603.g13.t1
Ee-scaffold9603.g14	scaffold9603.g14.t1
Ee-scaffold9603.g15	scaffold9603.g15.t1
Ee-scaffold3954.g1	scaffold3954.g1.t1
Ee-scaffold3954.g1	scaffold3954.g1.t2
Ee-scaffold3954.g2	scaffold3954.g2.t1
Ee-scaffold3954.g2	scaffold3954.g2.t2
Ee-scaffold3954.g3	scaffold3954.g3.t1
Ee-scaffold3954.g4	scaffold3954.g4.t1
Ee-scaffold3954.g5	scaffold3954.g5.t1
Ee-scaffold3954.g5	scaffold3954.g5.t2
Ee-scaffold3954.g5	scaffold3954.g5.t3
Ee-scaffold3954.g5	scaffold3954.g5.t4
Ee-scaffold3954.g6	scaffold3954.g6.t1
Ee-scaffold3954.g7	scaffold3954.g7.t1
Ee-scaffold3954.g8	scaffold3954.g8.t1
Ee-scaffold3954.g9	scaffold3954.g9.t1
Ee-scaffold3954.g10	scaffold3954.g10.t1
Ee-scaffold3954.g11	scaffold3954.g11.t1
Ee-scaffold3399.g1	scaffold3399.g1.t1
Ee-scaffold3399.g1	scaffold3399.g1.t2
Ee-scaffold3399.g2	scaffold3399.g2.t1
Ee-scaffold3399.g3	scaffold3399.g3.t1
Ee-scaffold3399.g3	scaffold3399.g3.t2
Ee-scaffold3399.g4	scaffold3399.g4.t1
Ee-scaffold3399.g4	scaffold3399.g4.t2
Ee-scaffold3399.g4	scaffold3399.g4.t3
Ee-scaffold3399.g4	scaffold3399.g4.t4
Ee-scaffold3399.g5	scaffold3399.g5.t1
Ee-scaffold3399.g6	scaffold3399.g6.t1
Ee-scaffold3399.g7	scaffold3399.g7.t1
Ee-scaffold3399.g8	scaffold3399.g8.t1
Ee-scaffold3399.g8	scaffold3399.g8.t2
Ee-scaffold3399.g9	scaffold3399.g9.t1
Ee-scaffold3399.g10	scaffold3399.g10.t1
Ee-scaffold3399.g11	scaffold3399.g11.t1
Ee-scaffold3399.g11	scaffold3399.g11.t2
Ee-scaffold3399.g12	scaffold3399.g12.t1
Ee-scaffold3399.g13	scaffold3399.g13.t1
Ee-scaffold3399.g14	scaffold3399.g14.t1
Ee-scaffold3399.g14	scaffold3399.g14.t2
Ee-scaffold3399.g15	scaffold3399.g15.t1
Ee-scaffold76.g1	scaffold76.g1.t1
Ee-scaffold76.g2	scaffold76.g2.t1
Ee-scaffold76.g2	scaffold76.g2.t2
Ee-scaffold76.g3	scaffold76.g3.t1
Ee-scaffold76.g4	scaffold76.g4.t1
Ee-scaffold76.g5	scaffold76.g5.t1
Ee-scaffold76.g6	scaffold76.g6.t1
Ee-scaffold2085.g1	scaffold2085.g1.t1
Ee-scaffold2085.g2	scaffold2085.g2.t1
Ee-scaffold2085.g3	scaffold2085.g3.t1
Ee-scaffold2085.g4	scaffold2085.g4.t1
Ee-scaffold2085.g5	scaffold2085.g5.t1
Ee-scaffold2085.g6	scaffold2085.g6.t1
Ee-scaffold2085.g7	scaffold2085.g7.t1
Ee-scaffold2085.g8	scaffold2085.g8.t1
Ee-scaffold2085.g9	scaffold2085.g9.t1
Ee-scaffold2085.g10	scaffold2085.g10.t1
Ee-scaffold2085.g10	scaffold2085.g10.t2
Ee-scaffold2085.g11	scaffold2085.g11.t1
Ee-scaffold2085.g11	scaffold2085.g11.t2
Ee-scaffold2085.g11	scaffold2085.g11.t3
Ee-scaffold2085.g12	scaffold2085.g12.t1
Ee-scaffold2085.g12	scaffold2085.g12.t2
Ee-scaffold2085.g12	scaffold2085.g12.t3
Ee-scaffold2085.g13	scaffold2085.g13.t1
Ee-scaffold2085.g13	scaffold2085.g13.t2
Ee-scaffold2085.g14	scaffold2085.g14.t1
Ee-scaffold2085.g14	scaffold2085.g14.t2
Ee-scaffold2358.g1	scaffold2358.g1.t1
Ee-scaffold2358.g1	scaffold2358.g1.t2
Ee-scaffold2358.g2	scaffold2358.g2.t1
Ee-scaffold2358.g2	scaffold2358.g2.t2
Ee-scaffold2358.g3	scaffold2358.g3.t1
Ee-scaffold2358.g4	scaffold2358.g4.t1
Ee-scaffold2358.g5	scaffold2358.g5.t1
Ee-scaffold2358.g6	scaffold2358.g6.t1
Ee-scaffold2358.g6	scaffold2358.g6.t2
Ee-scaffold2358.g7	scaffold2358.g7.t1
Ee-scaffold2358.g8	scaffold2358.g8.t1
Ee-scaffold2358.g9	scaffold2358.g9.t1
Ee-scaffold2358.g10	scaffold2358.g10.t1
Ee-scaffold2358.g11	scaffold2358.g11.t1
Ee-scaffold2358.g12	scaffold2358.g12.t1
Ee-scaffold2358.g13	scaffold2358.g13.t1
Ee-scaffold12786.g1	scaffold12786.g1.t1
Ee-scaffold12786.g2	scaffold12786.g2.t1
Ee-scaffold12786.g3	scaffold12786.g3.t1
Ee-scaffold12786.g4	scaffold12786.g4.t1
Ee-scaffold12786.g5	scaffold12786.g5.t1
Ee-scaffold12786.g5	scaffold12786.g5.t2
Ee-scaffold12786.g5	scaffold12786.g5.t3
Ee-scaffold12786.g6	scaffold12786.g6.t1
Ee-scaffold12786.g7	scaffold12786.g7.t1
Ee-scaffold12786.g7	scaffold12786.g7.t2
Ee-scaffold12786.g7	scaffold12786.g7.t3
Ee-scaffold12786.g7	scaffold12786.g7.t4
Ee-scaffold12786.g7	scaffold12786.g7.t5
Ee-scaffold12786.g8	scaffold12786.g8.t1
Ee-scaffold12786.g9	scaffold12786.g9.t1
Ee-scaffold6464.g1	scaffold6464.g1.t1
Ee-scaffold6464.g2	scaffold6464.g2.t1
Ee-scaffold6464.g3	scaffold6464.g3.t1
Ee-scaffold6464.g4	scaffold6464.g4.t1
Ee-scaffold6464.g5	scaffold6464.g5.t1
Ee-scaffold6464.g5	scaffold6464.g5.t2
Ee-scaffold6464.g5	scaffold6464.g5.t3
Ee-scaffold6464.g6	scaffold6464.g6.t1
Ee-scaffold6464.g7	scaffold6464.g7.t1
Ee-scaffold11070.g1	scaffold11070.g1.t1
Ee-scaffold11070.g2	scaffold11070.g2.t1
Ee-scaffold11070.g3	scaffold11070.g3.t1
Ee-scaffold11070.g4	scaffold11070.g4.t1
Ee-scaffold11070.g4	scaffold11070.g4.t2
Ee-scaffold11070.g5	scaffold11070.g5.t1
Ee-scaffold11070.g5	scaffold11070.g5.t2
Ee-scaffold11070.g6	scaffold11070.g6.t1
Ee-scaffold11070.g6	scaffold11070.g6.t2
Ee-scaffold11070.g7	scaffold11070.g7.t1
Ee-scaffold11070.g8	scaffold11070.g8.t1
Ee-scaffold11070.g9	scaffold11070.g9.t1
Ee-scaffold11070.g10	scaffold11070.g10.t1
Ee-scaffold11070.g11	scaffold11070.g11.t1
Ee-scaffold11070.g11	scaffold11070.g11.t2
Ee-scaffold11070.g12	scaffold11070.g12.t1
Ee-scaffold11070.g13	scaffold11070.g13.t1
Ee-scaffold11070.g13	scaffold11070.g13.t2
Ee-scaffold11070.g14	scaffold11070.g14.t1
Ee-scaffold11070.g14	scaffold11070.g14.t2
Ee-scaffold11070.g14	scaffold11070.g14.t3
Ee-scaffold11070.g15	scaffold11070.g15.t1
Ee-scaffold11070.g16	scaffold11070.g16.t1
Ee-scaffold11070.g16	scaffold11070.g16.t2
Ee-scaffold11070.g17	scaffold11070.g17.t1
Ee-scaffold11070.g17	scaffold11070.g17.t2
Ee-scaffold11070.g18	scaffold11070.g18.t1
Ee-scaffold3031.g1	scaffold3031.g1.t1
Ee-scaffold3031.g2	scaffold3031.g2.t1
Ee-scaffold3031.g3	scaffold3031.g3.t1
Ee-scaffold3031.g4	scaffold3031.g4.t1
Ee-scaffold3031.g4	scaffold3031.g4.t2
Ee-scaffold3031.g5	scaffold3031.g5.t1
Ee-scaffold3031.g6	scaffold3031.g6.t1
Ee-scaffold3031.g6	scaffold3031.g6.t2
Ee-scaffold3031.g7	scaffold3031.g7.t1
Ee-scaffold3031.g7	scaffold3031.g7.t2
Ee-scaffold3031.g7	scaffold3031.g7.t3
Ee-scaffold3031.g8	scaffold3031.g8.t1
Ee-scaffold3031.g9	scaffold3031.g9.t1
Ee-scaffold3031.g10	scaffold3031.g10.t1
Ee-scaffold3031.g10	scaffold3031.g10.t2
Ee-scaffold3031.g11	scaffold3031.g11.t1
Ee-scaffold3031.g12	scaffold3031.g12.t1
Ee-scaffold3031.g13	scaffold3031.g13.t1
Ee-scaffold4693.g1	scaffold4693.g1.t1
Ee-scaffold4693.g2	scaffold4693.g2.t1
Ee-scaffold1655.g1	scaffold1655.g1.t1
Ee-scaffold1655.g1	scaffold1655.g1.t2
Ee-scaffold1655.g2	scaffold1655.g2.t1
Ee-scaffold1655.g3	scaffold1655.g3.t1
Ee-scaffold1655.g4	scaffold1655.g4.t1
Ee-scaffold1655.g5	scaffold1655.g5.t1
Ee-scaffold1655.g5	scaffold1655.g5.t2
Ee-scaffold1655.g6	scaffold1655.g6.t1
Ee-scaffold1655.g7	scaffold1655.g7.t1
Ee-scaffold1655.g8	scaffold1655.g8.t1
Ee-scaffold1655.g9	scaffold1655.g9.t1
Ee-scaffold1655.g10	scaffold1655.g10.t1
Ee-scaffold1655.g11	scaffold1655.g11.t1
Ee-scaffold1655.g11	scaffold1655.g11.t2
Ee-scaffold1655.g11	scaffold1655.g11.t3
Ee-scaffold1655.g11	scaffold1655.g11.t4
Ee-scaffold1655.g12	scaffold1655.g12.t1
Ee-scaffold11439.g1	scaffold11439.g1.t1
Ee-scaffold11439.g2	scaffold11439.g2.t1
Ee-scaffold11439.g3	scaffold11439.g3.t1
Ee-scaffold11439.g4	scaffold11439.g4.t1
Ee-scaffold11439.g4	scaffold11439.g4.t2
Ee-scaffold11439.g5	scaffold11439.g5.t1
Ee-scaffold11439.g5	scaffold11439.g5.t2
Ee-scaffold11439.g5	scaffold11439.g5.t3
Ee-scaffold11439.g6	scaffold11439.g6.t1
Ee-scaffold11439.g7	scaffold11439.g7.t1
Ee-scaffold11439.g7	scaffold11439.g7.t2
Ee-scaffold11439.g8	scaffold11439.g8.t1
Ee-scaffold11439.g9	scaffold11439.g9.t1
Ee-scaffold5501.g1	scaffold5501.g1.t1
Ee-scaffold5501.g1	scaffold5501.g1.t2
Ee-scaffold3420.g1	scaffold3420.g1.t1
Ee-scaffold3420.g2	scaffold3420.g2.t1
Ee-scaffold3420.g3	scaffold3420.g3.t1
Ee-scaffold3420.g4	scaffold3420.g4.t1
Ee-scaffold14885.g1	scaffold14885.g1.t1
Ee-scaffold14885.g1	scaffold14885.g1.t2
Ee-scaffold14885.g1	scaffold14885.g1.t3
Ee-scaffold14885.g1	scaffold14885.g1.t4
Ee-scaffold14885.g2	scaffold14885.g2.t1
Ee-scaffold14885.g2	scaffold14885.g2.t2
Ee-scaffold14885.g3	scaffold14885.g3.t1
Ee-scaffold14885.g4	scaffold14885.g4.t1
Ee-scaffold14885.g5	scaffold14885.g5.t1
Ee-scaffold14885.g5	scaffold14885.g5.t2
Ee-scaffold14885.g5	scaffold14885.g5.t3
Ee-scaffold14885.g6	scaffold14885.g6.t1
Ee-scaffold14885.g7	scaffold14885.g7.t1
Ee-scaffold14885.g8	scaffold14885.g8.t1
Ee-scaffold14885.g9	scaffold14885.g9.t1
Ee-scaffold14885.g10	scaffold14885.g10.t1
Ee-scaffold14885.g10	scaffold14885.g10.t2
Ee-scaffold14885.g10	scaffold14885.g10.t3
Ee-scaffold970.g1	scaffold970.g1.t1
Ee-scaffold970.g2	scaffold970.g2.t1
Ee-scaffold970.g3	scaffold970.g3.t1
Ee-scaffold970.g4	scaffold970.g4.t1
Ee-scaffold970.g5	scaffold970.g5.t1
Ee-scaffold970.g6	scaffold970.g6.t1
Ee-scaffold970.g7	scaffold970.g7.t1
Ee-scaffold970.g8	scaffold970.g8.t1
Ee-scaffold970.g9	scaffold970.g9.t1
Ee-scaffold970.g10	scaffold970.g10.t1
Ee-scaffold970.g10	scaffold970.g10.t2
Ee-scaffold970.g11	scaffold970.g11.t1
Ee-scaffold970.g12	scaffold970.g12.t1
Ee-scaffold970.g13	scaffold970.g13.t1
Ee-scaffold970.g14	scaffold970.g14.t1
Ee-scaffold970.g15	scaffold970.g15.t1
Ee-scaffold970.g16	scaffold970.g16.t1
Ee-scaffold8258.g1	scaffold8258.g1.t1
Ee-scaffold8258.g2	scaffold8258.g2.t1
Ee-scaffold8258.g3	scaffold8258.g3.t1
Ee-scaffold8258.g3	scaffold8258.g3.t2
Ee-scaffold8258.g4	scaffold8258.g4.t1
Ee-scaffold8258.g5	scaffold8258.g5.t1
Ee-scaffold8258.g6	scaffold8258.g6.t1
Ee-scaffold4261.g1	scaffold4261.g1.t1
Ee-scaffold4261.g2	scaffold4261.g2.t1
Ee-scaffold4261.g3	scaffold4261.g3.t1
Ee-scaffold4261.g4	scaffold4261.g4.t1
Ee-scaffold4261.g5	scaffold4261.g5.t1
Ee-scaffold4261.g6	scaffold4261.g6.t1
Ee-scaffold4261.g7	scaffold4261.g7.t1
Ee-scaffold4261.g8	scaffold4261.g8.t1
Ee-scaffold4261.g8	scaffold4261.g8.t2
Ee-scaffold4261.g9	scaffold4261.g9.t1
Ee-scaffold4261.g10	scaffold4261.g10.t1
Ee-scaffold4261.g11	scaffold4261.g11.t1
Ee-scaffold4261.g11	scaffold4261.g11.t2
Ee-scaffold4261.g12	scaffold4261.g12.t1
Ee-scaffold4261.g13	scaffold4261.g13.t1
Ee-scaffold3522.g1	scaffold3522.g1.t1
Ee-scaffold3522.g2	scaffold3522.g2.t1
Ee-scaffold3522.g3	scaffold3522.g3.t1
Ee-scaffold3522.g3	scaffold3522.g3.t2
Ee-scaffold3522.g4	scaffold3522.g4.t1
Ee-scaffold3522.g5	scaffold3522.g5.t1
Ee-scaffold3263.g1	scaffold3263.g1.t1
Ee-scaffold3263.g2	scaffold3263.g2.t1
Ee-scaffold3263.g3	scaffold3263.g3.t1
Ee-scaffold3263.g4	scaffold3263.g4.t1
Ee-scaffold3263.g5	scaffold3263.g5.t1
Ee-scaffold3263.g6	scaffold3263.g6.t1
Ee-scaffold3263.g7	scaffold3263.g7.t1
Ee-scaffold3263.g8	scaffold3263.g8.t1
Ee-scaffold159.g1	scaffold159.g1.t1
Ee-scaffold159.g1	scaffold159.g1.t2
Ee-scaffold159.g2	scaffold159.g2.t1
Ee-scaffold159.g3	scaffold159.g3.t1
Ee-scaffold159.g4	scaffold159.g4.t1
Ee-scaffold159.g5	scaffold159.g5.t1
Ee-scaffold159.g5	scaffold159.g5.t2
Ee-scaffold159.g5	scaffold159.g5.t3
Ee-scaffold159.g5	scaffold159.g5.t4
Ee-scaffold159.g6	scaffold159.g6.t1
Ee-scaffold159.g7	scaffold159.g7.t1
Ee-scaffold159.g7	scaffold159.g7.t2
Ee-scaffold159.g8	scaffold159.g8.t1
Ee-scaffold159.g9	scaffold159.g9.t1
Ee-scaffold159.g10	scaffold159.g10.t1
Ee-scaffold159.g11	scaffold159.g11.t1
Ee-scaffold159.g12	scaffold159.g12.t1
Ee-scaffold159.g13	scaffold159.g13.t1
Ee-scaffold159.g14	scaffold159.g14.t1
Ee-scaffold159.g15	scaffold159.g15.t1
Ee-scaffold159.g15	scaffold159.g15.t2
Ee-scaffold3298.g1	scaffold3298.g1.t1
Ee-scaffold3298.g2	scaffold3298.g2.t1
Ee-scaffold3298.g2	scaffold3298.g2.t2
Ee-scaffold3298.g3	scaffold3298.g3.t1
Ee-scaffold3298.g3	scaffold3298.g3.t2
Ee-scaffold3298.g4	scaffold3298.g4.t1
Ee-scaffold3298.g5	scaffold3298.g5.t1
Ee-scaffold3298.g6	scaffold3298.g6.t1
Ee-scaffold3298.g7	scaffold3298.g7.t1
Ee-scaffold3298.g8	scaffold3298.g8.t1
Ee-scaffold3298.g9	scaffold3298.g9.t1
Ee-scaffold3298.g10	scaffold3298.g10.t1
Ee-scaffold3298.g10	scaffold3298.g10.t2
Ee-scaffold3298.g11	scaffold3298.g11.t1
Ee-scaffold3298.g12	scaffold3298.g12.t1
Ee-scaffold3298.g13	scaffold3298.g13.t1
Ee-scaffold3298.g14	scaffold3298.g14.t1
Ee-scaffold3298.g14	scaffold3298.g14.t2
Ee-scaffold3298.g15	scaffold3298.g15.t1
Ee-scaffold3298.g16	scaffold3298.g16.t1
Ee-scaffold3298.g17	scaffold3298.g17.t1
Ee-scaffold3298.g18	scaffold3298.g18.t1
Ee-scaffold3298.g19	scaffold3298.g19.t1
Ee-scaffold3298.g19	scaffold3298.g19.t2
Ee-scaffold3298.g20	scaffold3298.g20.t1
Ee-scaffold3298.g20	scaffold3298.g20.t2
Ee-scaffold3298.g21	scaffold3298.g21.t1
Ee-scaffold3298.g21	scaffold3298.g21.t2
Ee-scaffold3298.g21	scaffold3298.g21.t3
Ee-scaffold3298.g21	scaffold3298.g21.t4
Ee-scaffold3298.g22	scaffold3298.g22.t1
Ee-scaffold3114.g1	scaffold3114.g1.t1
Ee-scaffold3114.g2	scaffold3114.g2.t1
Ee-scaffold3114.g3	scaffold3114.g3.t1
Ee-scaffold3114.g3	scaffold3114.g3.t2
Ee-scaffold3114.g4	scaffold3114.g4.t1
Ee-scaffold3114.g5	scaffold3114.g5.t1
Ee-scaffold3114.g5	scaffold3114.g5.t2
Ee-scaffold3114.g6	scaffold3114.g6.t1
Ee-scaffold3114.g6	scaffold3114.g6.t2
Ee-scaffold3114.g7	scaffold3114.g7.t1
Ee-scaffold3114.g8	scaffold3114.g8.t1
Ee-scaffold3114.g8	scaffold3114.g8.t2
Ee-scaffold3114.g8	scaffold3114.g8.t3
Ee-scaffold3114.g9	scaffold3114.g9.t1
Ee-scaffold3114.g9	scaffold3114.g9.t2
Ee-scaffold3114.g10	scaffold3114.g10.t1
Ee-scaffold3114.g10	scaffold3114.g10.t2
Ee-scaffold3114.g10	scaffold3114.g10.t3
Ee-scaffold3114.g11	scaffold3114.g11.t1
Ee-scaffold3114.g12	scaffold3114.g12.t1
Ee-scaffold3114.g13	scaffold3114.g13.t1
Ee-scaffold3114.g14	scaffold3114.g14.t1
Ee-scaffold3114.g15	scaffold3114.g15.t1
Ee-scaffold4127.g1	scaffold4127.g1.t1
Ee-scaffold4127.g1	scaffold4127.g1.t2
Ee-scaffold4127.g1	scaffold4127.g1.t3
Ee-scaffold4127.g2	scaffold4127.g2.t1
Ee-scaffold4127.g3	scaffold4127.g3.t1
Ee-scaffold4127.g4	scaffold4127.g4.t1
Ee-scaffold4127.g4	scaffold4127.g4.t2
Ee-scaffold4127.g4	scaffold4127.g4.t3
Ee-scaffold4127.g5	scaffold4127.g5.t1
Ee-scaffold4127.g5	scaffold4127.g5.t2
Ee-scaffold4127.g6	scaffold4127.g6.t1
Ee-scaffold4127.g7	scaffold4127.g7.t1
Ee-scaffold4127.g7	scaffold4127.g7.t2
Ee-scaffold4127.g8	scaffold4127.g8.t1
Ee-scaffold4127.g9	scaffold4127.g9.t1
Ee-scaffold4127.g10	scaffold4127.g10.t1
Ee-scaffold4127.g11	scaffold4127.g11.t1
Ee-scaffold4127.g11	scaffold4127.g11.t2
Ee-scaffold4127.g12	scaffold4127.g12.t1
Ee-scaffold4127.g13	scaffold4127.g13.t1
Ee-scaffold4127.g14	scaffold4127.g14.t1
Ee-scaffold4127.g14	scaffold4127.g14.t2
Ee-scaffold4127.g15	scaffold4127.g15.t1
Ee-scaffold4127.g16	scaffold4127.g16.t1
Ee-scaffold4127.g17	scaffold4127.g17.t1
Ee-scaffold4127.g17	scaffold4127.g17.t2
Ee-scaffold4127.g18	scaffold4127.g18.t1
Ee-scaffold1247.g1	scaffold1247.g1.t1
Ee-scaffold1247.g2	scaffold1247.g2.t1
Ee-scaffold1247.g2	scaffold1247.g2.t2
Ee-scaffold1247.g3	scaffold1247.g3.t1
Ee-scaffold1247.g4	scaffold1247.g4.t1
Ee-scaffold1247.g5	scaffold1247.g5.t1
Ee-scaffold1247.g5	scaffold1247.g5.t2
Ee-scaffold1247.g6	scaffold1247.g6.t1
Ee-scaffold1247.g6	scaffold1247.g6.t2
Ee-scaffold1247.g7	scaffold1247.g7.t1
Ee-scaffold1247.g7	scaffold1247.g7.t2
Ee-scaffold1247.g7	scaffold1247.g7.t3
Ee-scaffold1247.g8	scaffold1247.g8.t1
Ee-scaffold1247.g8	scaffold1247.g8.t2
Ee-scaffold1247.g9	scaffold1247.g9.t1
Ee-scaffold1247.g9	scaffold1247.g9.t2
Ee-scaffold1247.g10	scaffold1247.g10.t1
Ee-scaffold1247.g11	scaffold1247.g11.t1
Ee-scaffold1247.g11	scaffold1247.g11.t2
Ee-scaffold1247.g12	scaffold1247.g12.t1
Ee-scaffold1247.g13	scaffold1247.g13.t1
Ee-scaffold1247.g13	scaffold1247.g13.t2
Ee-scaffold1247.g13	scaffold1247.g13.t3
Ee-scaffold1247.g14	scaffold1247.g14.t1
Ee-scaffold1247.g14	scaffold1247.g14.t2
Ee-scaffold1247.g15	scaffold1247.g15.t1
Ee-scaffold1247.g16	scaffold1247.g16.t1
Ee-scaffold7664.g1	scaffold7664.g1.t1
Ee-scaffold7664.g2	scaffold7664.g2.t1
Ee-scaffold7664.g3	scaffold7664.g3.t1
Ee-scaffold7664.g4	scaffold7664.g4.t1
Ee-scaffold7664.g5	scaffold7664.g5.t1
Ee-scaffold7664.g6	scaffold7664.g6.t1
Ee-scaffold7664.g7	scaffold7664.g7.t1
Ee-scaffold7664.g8	scaffold7664.g8.t1
Ee-scaffold7664.g9	scaffold7664.g9.t1
Ee-scaffold7664.g10	scaffold7664.g10.t1
Ee-scaffold7664.g11	scaffold7664.g11.t1
Ee-scaffold7664.g12	scaffold7664.g12.t1
Ee-scaffold7664.g13	scaffold7664.g13.t1
Ee-scaffold7664.g13	scaffold7664.g13.t2
Ee-scaffold7664.g14	scaffold7664.g14.t1
Ee-scaffold7664.g15	scaffold7664.g15.t1
Ee-scaffold3165.g1	scaffold3165.g1.t1
Ee-scaffold3165.g2	scaffold3165.g2.t1
Ee-scaffold3165.g2	scaffold3165.g2.t2
Ee-scaffold3165.g3	scaffold3165.g3.t1
Ee-scaffold3165.g3	scaffold3165.g3.t2
Ee-scaffold3165.g3	scaffold3165.g3.t3
Ee-scaffold3165.g4	scaffold3165.g4.t1
Ee-scaffold3165.g5	scaffold3165.g5.t1
Ee-scaffold4281.g1	scaffold4281.g1.t1
Ee-scaffold4281.g2	scaffold4281.g2.t1
Ee-scaffold4281.g3	scaffold4281.g3.t1
Ee-scaffold4257.g1	scaffold4257.g1.t1
Ee-scaffold4257.g2	scaffold4257.g2.t1
Ee-scaffold4257.g3	scaffold4257.g3.t1
Ee-scaffold4257.g3	scaffold4257.g3.t2
Ee-scaffold4257.g4	scaffold4257.g4.t1
Ee-scaffold4257.g5	scaffold4257.g5.t1
Ee-scaffold4257.g5	scaffold4257.g5.t2
Ee-scaffold4257.g6	scaffold4257.g6.t1
Ee-scaffold4257.g6	scaffold4257.g6.t2
Ee-scaffold4257.g6	scaffold4257.g6.t3
Ee-scaffold4257.g6	scaffold4257.g6.t4
Ee-scaffold4257.g7	scaffold4257.g7.t1
Ee-scaffold4257.g8	scaffold4257.g8.t1
Ee-scaffold4257.g9	scaffold4257.g9.t1
Ee-scaffold4257.g10	scaffold4257.g10.t1
Ee-scaffold4257.g11	scaffold4257.g11.t1
Ee-scaffold4257.g12	scaffold4257.g12.t1
Ee-scaffold4257.g12	scaffold4257.g12.t2
Ee-scaffold1374.g1	scaffold1374.g1.t1
Ee-scaffold1374.g2	scaffold1374.g2.t1
Ee-scaffold1374.g3	scaffold1374.g3.t1
Ee-scaffold1374.g4	scaffold1374.g4.t1
Ee-scaffold1374.g5	scaffold1374.g5.t1
Ee-scaffold1374.g6	scaffold1374.g6.t1
Ee-scaffold1374.g7	scaffold1374.g7.t1
Ee-scaffold1374.g8	scaffold1374.g8.t1
Ee-scaffold1374.g9	scaffold1374.g9.t1
Ee-scaffold1374.g9	scaffold1374.g9.t2
Ee-scaffold1374.g9	scaffold1374.g9.t3
Ee-scaffold1374.g10	scaffold1374.g10.t1
Ee-scaffold1374.g10	scaffold1374.g10.t2
Ee-scaffold1374.g10	scaffold1374.g10.t3
Ee-scaffold1374.g11	scaffold1374.g11.t1
Ee-scaffold1374.g11	scaffold1374.g11.t2
Ee-scaffold1374.g12	scaffold1374.g12.t1
Ee-scaffold1374.g13	scaffold1374.g13.t1
Ee-scaffold5876.g1	scaffold5876.g1.t1
Ee-scaffold5876.g2	scaffold5876.g2.t1
Ee-scaffold5876.g2	scaffold5876.g2.t2
Ee-scaffold5876.g2	scaffold5876.g2.t3
Ee-scaffold5876.g3	scaffold5876.g3.t1
Ee-scaffold5876.g4	scaffold5876.g4.t1
Ee-scaffold5876.g5	scaffold5876.g5.t1
Ee-scaffold5876.g5	scaffold5876.g5.t2
Ee-scaffold5876.g6	scaffold5876.g6.t1
Ee-scaffold5876.g7	scaffold5876.g7.t1
Ee-scaffold5876.g8	scaffold5876.g8.t1
Ee-scaffold5876.g8	scaffold5876.g8.t2
Ee-scaffold5876.g9	scaffold5876.g9.t1
Ee-scaffold5876.g10	scaffold5876.g10.t1
Ee-scaffold1551.g1	scaffold1551.g1.t1
Ee-scaffold1551.g2	scaffold1551.g2.t1
Ee-scaffold1551.g3	scaffold1551.g3.t1
Ee-scaffold1551.g4	scaffold1551.g4.t1
Ee-scaffold1551.g5	scaffold1551.g5.t1
Ee-scaffold1551.g5	scaffold1551.g5.t2
Ee-scaffold1551.g6	scaffold1551.g6.t1
Ee-scaffold1551.g6	scaffold1551.g6.t2
Ee-scaffold1551.g6	scaffold1551.g6.t3
Ee-scaffold1551.g7	scaffold1551.g7.t1
Ee-scaffold1551.g7	scaffold1551.g7.t2
Ee-scaffold1551.g7	scaffold1551.g7.t3
Ee-scaffold1551.g8	scaffold1551.g8.t1
Ee-scaffold1551.g9	scaffold1551.g9.t1
Ee-scaffold1551.g10	scaffold1551.g10.t1
Ee-scaffold1551.g11	scaffold1551.g11.t1
Ee-scaffold1551.g12	scaffold1551.g12.t1
Ee-scaffold1551.g12	scaffold1551.g12.t2
Ee-scaffold1551.g12	scaffold1551.g12.t3
Ee-scaffold1551.g12	scaffold1551.g12.t4
Ee-scaffold1551.g13	scaffold1551.g13.t1
Ee-scaffold1551.g14	scaffold1551.g14.t1
Ee-scaffold1551.g15	scaffold1551.g15.t1
Ee-scaffold1551.g16	scaffold1551.g16.t1
Ee-scaffold1551.g16	scaffold1551.g16.t2
Ee-scaffold1551.g16	scaffold1551.g16.t3
Ee-scaffold1551.g17	scaffold1551.g17.t1
Ee-scaffold1551.g18	scaffold1551.g18.t1
Ee-scaffold1551.g19	scaffold1551.g19.t1
Ee-scaffold4447.g1	scaffold4447.g1.t1
Ee-scaffold4447.g2	scaffold4447.g2.t1
Ee-scaffold4447.g3	scaffold4447.g3.t1
Ee-scaffold4447.g4	scaffold4447.g4.t1
